id,set_date,city,unemployment_rate,jobs,in_demand_skills,average_age,college_degree_percentage,unemployment_level,state,job_posting_level,average_age_group,college_degree_percentage_level,set_year
598,11/28/2024,Houston,3.2,2070,"Cloud Computing, Sales",25,71,Very Low,TX,Moderate,Young,High,2024
599,3/28/2024,Austin,7.5,4203,"Machine Learning, Sales, Cloud Computing",50,53,Moderate,TX,High,Older,Moderate,2024
600,12/26/2024,San Antonio,6.5,4488,"Machine Learning, JavaScript, Agile Methodologies, Cybersecurity, Data Analysis",39,32,Moderate,TX,High,Middle-Aged,Low,2024
601,5/23/2025,Seattle,10.5,1047,"Sales, Python",40,49,High,WA,Low,Middle-Aged,Low,2025
602,4/24/2024,New York,8.8,1037,"Digital Marketing, Sales, Cloud Computing, UX/UI Design, Customer Service",30,82,Moderate,NY,Low,Young,High,2024
603,12/13/2023,San Jose,14.4,4990,"Sales, Customer Service",42,69,Very High,CA,Very High,Older,Moderate,2023
604,10/4/2023,San Antonio,8.7,1291,"Customer Service, Agile Methodologies, Machine Learning",34,79,Moderate,TX,Low,Middle-Aged,High,2023
605,9/19/2024,Charlotte,13.4,1378,"Data Analysis, Project Management, Cloud Computing",45,71,Very High,NC,Low,Older,High,2024
606,1/3/2025,San Jose,10.6,702,"Sales, UX/UI Design",42,36,High,CA,Low,Older,Low,2025
607,7/14/2025,San Antonio,11.7,4270,"Sales, Customer Service, Python, Data Analysis, Machine Learning",41,61,High,TX,High,Older,Moderate,2025
608,5/21/2024,San Francisco,4.4,4230,"Python, JavaScript, UX/UI Design",33,45,Low,CA,High,Middle-Aged,Low,2024
609,6/21/2025,San Francisco,9.5,3615,"Agile Methodologies, Project Management, Cloud Computing, UX/UI Design",41,51,High,CA,High,Older,Moderate,2025
610,1/26/2024,Houston,12.1,1174,"Data Analysis, SQL",32,63,Very High,TX,Low,Middle-Aged,Moderate,2024
611,11/25/2023,Denver,7.1,570,"Data Analysis, Customer Service, Cloud Computing, SQL",41,61,Moderate,CO,Low,Older,Moderate,2023
612,7/25/2024,San Diego,4.8,1182,"Customer Service, Machine Learning",27,67,Low,CA,Low,Young,Moderate,2024
613,1/14/2025,Chicago,9.5,1611,"Cloud Computing, Customer Service, Cybersecurity",48,90,High,IL,Moderate,Older,High,2025
614,3/28/2025,Austin,6.1,3098,"Data Analysis, Sales, Customer Service",48,78,Moderate,TX,High,Older,High,2025
615,7/8/2025,Washington,14.1,2242,"Sales, Agile Methodologies, Data Analysis",27,57,Very High,DC,Moderate,Young,Moderate,2025
616,4/2/2025,Indianapolis,11.4,1296,"Digital Marketing, Agile Methodologies, JavaScript, Python, Cloud Computing",36,55,High,IN,Low,Middle-Aged,Moderate,2025
617,1/2/2025,San Jose,10,4560,"UX/UI Design, Project Management, Agile Methodologies",30,43,High,CA,Very High,Young,Low,2025
618,8/17/2024,San Jose,3.7,4971,"Project Management, Customer Service, SQL",38,51,Very Low,CA,Very High,Middle-Aged,Moderate,2024
619,11/6/2023,Chicago,6,4981,"Data Analysis, Python, Digital Marketing, Cloud Computing",40,87,Low,IL,Very High,Middle-Aged,High,2023
620,12/28/2023,New York,4.5,151,"Project Management, Data Analysis, SQL, Machine Learning",41,76,Low,NY,Very Low,Older,High,2023
621,8/15/2024,Washington,7.8,1469,"Agile Methodologies, Cybersecurity",26,35,Moderate,DC,Low,Young,Low,2024
622,2/14/2024,Jacksonville,14.1,2529,"Sales, Cloud Computing, Cybersecurity",48,56,Very High,FL,Moderate,Older,Moderate,2024
623,12/30/2023,Denver,5.2,2162,"Cybersecurity, JavaScript, Machine Learning",46,74,Low,CO,Moderate,Older,High,2023
624,5/25/2024,San Antonio,13.3,3557,"Data Analysis, Python",37,79,Very High,TX,High,Middle-Aged,High,2024
625,9/9/2024,Fort Worth,13.3,1501,"Digital Marketing, Machine Learning",34,65,Very High,TX,Moderate,Middle-Aged,Moderate,2024
626,7/5/2024,Columbus,13.6,3977,"Customer Service, Sales, UX/UI Design",34,52,Very High,OH,High,Middle-Aged,Moderate,2024
627,10/10/2024,San Jose,6.6,1635,"Digital Marketing, Data Analysis, SQL",40,38,Moderate,CA,Moderate,Middle-Aged,Low,2024
628,10/20/2023,Houston,5.5,2373,"JavaScript, Python, SQL",46,47,Low,TX,Moderate,Older,Low,2023
629,12/4/2024,San Antonio,5,4335,"SQL, Customer Service",32,87,Low,TX,High,Middle-Aged,High,2024
630,9/20/2024,San Francisco,10,4559,"UX/UI Design, JavaScript, Data Analysis",36,49,High,CA,Very High,Middle-Aged,Low,2024
631,9/1/2024,New York,9,4531,"Cybersecurity, Cloud Computing, Customer Service, UX/UI Design",36,40,Moderate,NY,Very High,Middle-Aged,Low,2024
632,11/4/2023,Columbus,10,3668,"SQL, Data Analysis, Python",37,40,High,OH,High,Middle-Aged,Low,2023
633,7/20/2025,Seattle,7.5,3784,"Cybersecurity, JavaScript, SQL, Cloud Computing",29,87,Moderate,WA,High,Young,High,2025
634,1/2/2025,Philadelphia,13.3,3266,"Sales, Machine Learning, Data Analysis",27,60,Very High,PA,High,Young,Moderate,2025
635,10/13/2023,Los Angeles,12.7,2870,"Cloud Computing, Machine Learning, Agile Methodologies, Project Management, Digital Marketing",43,55,Very High,CA,Moderate,Older,Moderate,2023
636,8/20/2024,Charlotte,11.4,1712,"UX/UI Design, Machine Learning, Data Analysis",48,57,High,NC,Moderate,Older,Moderate,2024
637,1/13/2024,Los Angeles,11.3,1768,"JavaScript, Python, Digital Marketing, Sales",39,86,High,CA,Moderate,Middle-Aged,High,2024
638,3/30/2025,New York,13.1,1927,"UX/UI Design, Python, Cloud Computing",41,89,Very High,NY,Moderate,Older,High,2025
639,1/3/2024,New York,12.3,3884,"Machine Learning, UX/UI Design, Python",37,88,Very High,NY,High,Middle-Aged,High,2024
640,11/16/2024,Washington,9,2833,"Machine Learning, Customer Service, Digital Marketing",27,88,Moderate,DC,Moderate,Young,High,2024
641,7/16/2025,Fort Worth,3.7,4020,"JavaScript, Machine Learning, Agile Methodologies",39,38,Very Low,TX,High,Middle-Aged,Low,2025
642,11/19/2024,Philadelphia,5.8,2339,"Data Analysis, Customer Service, Cloud Computing, JavaScript",49,53,Low,PA,Moderate,Older,Moderate,2024
643,1/1/2025,Jacksonville,8.8,3859,"Machine Learning, Python",46,47,Moderate,FL,High,Older,Low,2025
644,8/12/2024,San Diego,12.5,657,"Machine Learning, Python",26,55,Very High,CA,Low,Young,Moderate,2024
645,6/8/2024,San Diego,11.4,1287,"Cloud Computing, Project Management",49,47,High,CA,Low,Older,Low,2024
646,7/13/2024,Phoenix,12.9,2667,"UX/UI Design, Machine Learning, Data Analysis, Cybersecurity",43,31,Very High,AZ,Moderate,Older,Low,2024
647,2/19/2024,Chicago,7.5,3478,"Project Management, Sales, Digital Marketing, Data Analysis, Cybersecurity",28,54,Moderate,IL,High,Young,Moderate,2024
648,3/1/2025,Indianapolis,10,446,"Sales, Python, Cloud Computing",31,87,High,IN,Very Low,Middle-Aged,High,2025
649,11/4/2024,Philadelphia,10.7,3038,"SQL, Machine Learning",27,72,High,PA,High,Young,High,2024
650,1/16/2024,Dallas,10.4,3673,"SQL, Cloud Computing, Python",49,37,High,TX,High,Older,Low,2024
651,10/12/2023,Charlotte,5.1,4589,"Machine Learning, Sales, Customer Service",41,53,Low,NC,Very High,Older,Moderate,2023
652,10/11/2023,San Francisco,2.3,326,"Project Management, Cybersecurity, Data Analysis, UX/UI Design",45,30,Very Low,CA,Very Low,Older,Low,2023
653,2/18/2025,San Francisco,4.5,1155,"Cybersecurity, Sales, UX/UI Design",27,32,Low,CA,Low,Young,Low,2025
654,10/24/2024,San Antonio,12.6,2374,"Project Management, Data Analysis, Cloud Computing, Sales, Digital Marketing",50,47,Very High,TX,Moderate,Older,Low,2024
655,1/30/2025,Charlotte,13.9,3609,"Machine Learning, UX/UI Design",42,69,Very High,NC,High,Older,Moderate,2025
656,2/28/2025,Philadelphia,3.1,340,"Digital Marketing, JavaScript, Cybersecurity, Project Management",26,57,Very Low,PA,Very Low,Young,Moderate,2025
657,5/7/2024,Chicago,13.2,3031,"Python, UX/UI Design",32,65,Very High,IL,High,Middle-Aged,Moderate,2024
658,12/4/2024,Indianapolis,6.2,1545,"SQL, Digital Marketing",43,52,Moderate,IN,Moderate,Older,Moderate,2024
659,6/22/2024,Chicago,7.9,941,"Data Analysis, Project Management",34,51,Moderate,IL,Low,Middle-Aged,Moderate,2024
660,12/16/2023,Denver,6,783,"SQL, Digital Marketing, Python, Customer Service, Cloud Computing",48,31,Low,CO,Low,Older,Low,2023
661,12/6/2024,Philadelphia,5.4,1195,"Python, Customer Service, UX/UI Design, Project Management, Sales",44,84,Low,PA,Low,Older,High,2024
662,2/26/2025,Los Angeles,6.2,4894,"Cybersecurity, UX/UI Design, Digital Marketing, SQL, Agile Methodologies",45,63,Moderate,CA,Very High,Older,Moderate,2025
663,4/30/2024,Dallas,6.1,1897,"JavaScript, Machine Learning, Sales, UX/UI Design",25,84,Moderate,TX,Moderate,Young,High,2024
664,12/19/2023,Austin,4.8,4686,"Python, Digital Marketing, SQL, Project Management",39,49,Low,TX,Very High,Middle-Aged,Low,2023
665,8/22/2024,New York,3.4,410,"Customer Service, Agile Methodologies",28,45,Very Low,NY,Very Low,Young,Low,2024
666,3/2/2024,Indianapolis,5,873,"Customer Service, SQL, Cloud Computing, UX/UI Design, Sales",36,49,Low,IN,Low,Middle-Aged,Low,2024
667,3/14/2025,Houston,11.1,3418,"Sales, Python, Customer Service, Cybersecurity",35,81,High,TX,High,Middle-Aged,High,2025
668,5/2/2024,Charlotte,5.8,661,"Python, Digital Marketing, Sales, Cloud Computing, Project Management",48,36,Low,NC,Low,Older,Low,2024
669,7/2/2024,San Jose,6.8,4017,"Python, Data Analysis, Sales, Project Management, Agile Methodologies",42,70,Moderate,CA,High,Older,Moderate,2024
670,11/25/2023,Dallas,6,203,"Cybersecurity, Python, Project Management, Digital Marketing",37,48,Low,TX,Very Low,Middle-Aged,Low,2023
671,1/23/2024,Philadelphia,3.6,3521,"UX/UI Design, SQL, JavaScript, Machine Learning, Agile Methodologies",27,84,Very Low,PA,High,Young,High,2024
672,11/21/2023,San Diego,4.3,3919,"Python, Project Management",33,64,Low,CA,High,Middle-Aged,Moderate,2023
673,9/11/2023,Charlotte,12.3,2969,"Cloud Computing, Customer Service, Project Management",30,50,Very High,NC,Moderate,Young,Low,2023
674,10/31/2023,San Diego,8.9,4419,"Machine Learning, SQL, Customer Service, Cloud Computing",46,73,Moderate,CA,High,Older,High,2023
675,2/28/2024,Seattle,12,172,"Sales, Customer Service, Project Management",27,41,High,WA,Very Low,Young,Low,2024
676,5/26/2025,Denver,2.1,990,"Data Analysis, Cybersecurity",34,80,Very Low,CO,Low,Middle-Aged,High,2025
677,7/27/2024,San Diego,7.8,2216,"SQL, JavaScript",33,77,Moderate,CA,Moderate,Middle-Aged,High,2024
678,7/22/2025,Seattle,6.1,4252,"Customer Service, Project Management, Digital Marketing, Cybersecurity, Sales",26,75,Moderate,WA,High,Young,High,2025
679,2/5/2025,Los Angeles,11.7,208,"Sales, UX/UI Design, Data Analysis, Machine Learning",49,68,High,CA,Very Low,Older,Moderate,2025
680,11/4/2024,Phoenix,11.8,1478,"Customer Service, Agile Methodologies, Project Management",31,71,High,AZ,Low,Middle-Aged,High,2024
681,7/16/2025,Fort Worth,4,4948,"Sales, Digital Marketing, UX/UI Design, Python, Agile Methodologies",33,77,Very Low,TX,Very High,Middle-Aged,High,2025
682,4/3/2024,Denver,14.8,4498,"Project Management, Cybersecurity",42,68,Very High,CO,High,Older,Moderate,2024
683,10/4/2024,Philadelphia,7.6,2459,"Python, UX/UI Design",46,90,Moderate,PA,Moderate,Older,High,2024
684,2/1/2025,Austin,12,4863,"Agile Methodologies, Project Management, Customer Service, Cloud Computing, UX/UI Design",37,39,High,TX,Very High,Middle-Aged,Low,2025
685,10/29/2024,Seattle,11.7,1852,"Cloud Computing, Project Management",41,56,High,WA,Moderate,Older,Moderate,2024
686,3/4/2025,Fort Worth,2.9,2547,"Sales, Project Management, SQL, Customer Service",25,35,Very Low,TX,Moderate,Young,Low,2025
687,6/5/2024,San Diego,2.1,3045,"Cybersecurity, Cloud Computing, Customer Service, UX/UI Design, Project Management",32,55,Very Low,CA,High,Middle-Aged,Moderate,2024
688,11/18/2023,Los Angeles,10.6,4246,"Digital Marketing, Agile Methodologies",50,59,High,CA,High,Older,Moderate,2023
689,1/18/2025,San Antonio,10.3,756,"Customer Service, Cloud Computing, Python, UX/UI Design",50,48,High,TX,Low,Older,Low,2025
690,8/29/2023,Denver,12.7,4838,"Project Management, Machine Learning, UX/UI Design, Data Analysis",34,75,Very High,CO,Very High,Middle-Aged,High,2023
691,6/29/2025,Charlotte,12.8,3782,"Cybersecurity, JavaScript, Project Management",40,33,Very High,NC,High,Middle-Aged,Low,2025
692,3/28/2025,San Francisco,11.3,2535,"Digital Marketing, Customer Service",49,67,High,CA,Moderate,Older,Moderate,2025
693,7/28/2024,Austin,13.3,685,"Data Analysis, UX/UI Design, Project Management",32,37,Very High,TX,Low,Middle-Aged,Low,2024
694,3/18/2024,Austin,9.7,4630,"Python, Cybersecurity",42,75,High,TX,Very High,Older,High,2024
695,2/29/2024,Fort Worth,10.5,4193,"Project Management, UX/UI Design",39,77,High,TX,High,Middle-Aged,High,2024
696,10/4/2023,Houston,14.4,3275,"UX/UI Design, SQL, Project Management, JavaScript, Customer Service",30,48,Very High,TX,High,Young,Low,2023
697,5/30/2025,Fort Worth,5.1,2988,"SQL, Cybersecurity",37,49,Low,TX,Moderate,Middle-Aged,Low,2025
698,3/3/2024,Dallas,6.5,796,"Data Analysis, Cybersecurity, Python",26,38,Moderate,TX,Low,Young,Low,2024
699,6/23/2024,Seattle,9.5,3986,"Agile Methodologies, JavaScript, Sales",30,72,High,WA,High,Young,High,2024
700,9/15/2024,Chicago,4.7,2668,"Cloud Computing, Sales, SQL, Project Management, Customer Service",27,57,Low,IL,Moderate,Young,Moderate,2024
701,3/5/2025,Fort Worth,5,4115,"UX/UI Design, Sales, Agile Methodologies",33,31,Low,TX,High,Middle-Aged,Low,2025
702,8/31/2023,Charlotte,13.5,3361,"Project Management, Sales, Python, Machine Learning",26,80,Very High,NC,High,Young,High,2023
703,9/7/2023,Indianapolis,3.8,4408,"Project Management, Digital Marketing",50,86,Very Low,IN,High,Older,High,2023
704,8/16/2024,San Antonio,12.2,632,"Cloud Computing, Python, Digital Marketing, Agile Methodologies",35,68,Very High,TX,Low,Middle-Aged,Moderate,2024
705,12/31/2024,Fort Worth,8.7,2472,"Cloud Computing, Data Analysis, JavaScript, Python",31,47,Moderate,TX,Moderate,Middle-Aged,Low,2024
706,5/26/2025,Phoenix,12.9,3264,"Machine Learning, Cloud Computing",33,71,Very High,AZ,High,Middle-Aged,High,2025
707,9/2/2024,Austin,14.1,3972,"Python, Cloud Computing, Cybersecurity, Sales, Digital Marketing",40,78,Very High,TX,High,Middle-Aged,High,2024
708,9/22/2023,Denver,3.3,3826,"Agile Methodologies, Cybersecurity, Cloud Computing, Python, UX/UI Design",49,80,Very Low,CO,High,Older,High,2023
709,10/27/2023,Seattle,7.9,2642,"Customer Service, Cybersecurity, JavaScript, Digital Marketing",44,87,Moderate,WA,Moderate,Older,High,2023
710,9/25/2023,New York,5.7,989,"UX/UI Design, Data Analysis, JavaScript",44,39,Low,NY,Low,Older,Low,2023
711,6/9/2024,Dallas,5.1,3808,"UX/UI Design, Agile Methodologies, Cybersecurity, Customer Service",44,77,Low,TX,High,Older,High,2024
712,5/29/2024,Fort Worth,7.1,853,"Customer Service, SQL, Digital Marketing, Python, Agile Methodologies",34,31,Moderate,TX,Low,Middle-Aged,Low,2024
713,9/18/2023,Columbus,6.3,3037,"Digital Marketing, Customer Service",45,67,Moderate,OH,High,Older,Moderate,2023
714,7/11/2024,San Jose,13.9,2524,"JavaScript, Agile Methodologies, Project Management, Python, Cloud Computing",48,66,Very High,CA,Moderate,Older,Moderate,2024
715,6/22/2025,Denver,3.6,4361,"Agile Methodologies, Customer Service",46,36,Very Low,CO,High,Older,Low,2025
716,7/17/2024,Phoenix,4.4,4252,"Cybersecurity, Sales, JavaScript, Machine Learning, Digital Marketing",47,38,Low,AZ,High,Older,Low,2024
717,8/10/2023,Seattle,4.5,1333,"Machine Learning, Cybersecurity",32,35,Low,WA,Low,Middle-Aged,Low,2023
718,8/9/2023,Chicago,14.8,2464,"SQL, Customer Service, Machine Learning, Cybersecurity, Sales",37,52,Very High,IL,Moderate,Middle-Aged,Moderate,2023
719,4/7/2024,Austin,14.6,4195,"Python, Sales, Cybersecurity, Project Management, Agile Methodologies",27,30,Very High,TX,High,Young,Low,2024
720,2/20/2024,San Francisco,5.8,2184,"Sales, Customer Service, UX/UI Design, Agile Methodologies, JavaScript",25,45,Low,CA,Moderate,Young,Low,2024
721,3/30/2024,Jacksonville,6.3,1863,"JavaScript, Customer Service, Machine Learning",49,69,Moderate,FL,Moderate,Older,Moderate,2024
722,9/4/2023,Columbus,9.6,4954,"Digital Marketing, Customer Service, Sales, JavaScript",47,67,High,OH,Very High,Older,Moderate,2023
723,12/18/2023,San Diego,8.1,1502,"Cloud Computing, Digital Marketing, Data Analysis",28,53,Moderate,CA,Moderate,Young,Moderate,2023
724,5/9/2024,Dallas,9.5,1269,"Customer Service, UX/UI Design",32,67,High,TX,Low,Middle-Aged,Moderate,2024
725,3/12/2024,San Francisco,13.2,2497,"Sales, Agile Methodologies, Cloud Computing, Machine Learning, SQL",25,66,Very High,CA,Moderate,Young,Moderate,2024
726,4/19/2024,Phoenix,4.2,3472,"UX/UI Design, Project Management, Customer Service, Digital Marketing",44,54,Low,AZ,High,Older,Moderate,2024
727,12/10/2023,Austin,8.9,2267,"Digital Marketing, SQL, Cloud Computing, Sales, Cybersecurity",45,72,Moderate,TX,Moderate,Older,High,2023
728,10/15/2024,Indianapolis,4,60,"SQL, Data Analysis, Digital Marketing, Machine Learning",34,59,Very Low,IN,Very Low,Middle-Aged,Moderate,2024
729,3/10/2024,Denver,4.8,2138,"Digital Marketing, Data Analysis, Agile Methodologies, Cybersecurity, Machine Learning",41,31,Low,CO,Moderate,Older,Low,2024
730,11/19/2023,Philadelphia,3.2,3857,"Data Analysis, Sales, Python",35,60,Very Low,PA,High,Middle-Aged,Moderate,2023
731,1/4/2024,San Francisco,3.8,1159,"UX/UI Design, Agile Methodologies",48,80,Very Low,CA,Low,Older,High,2024
732,2/15/2025,Philadelphia,4,873,"Sales, Digital Marketing, Cybersecurity, Cloud Computing",29,48,Very Low,PA,Low,Young,Low,2025
733,10/10/2023,San Diego,13.6,4091,"JavaScript, Python, Machine Learning, Cybersecurity, Cloud Computing",29,39,Very High,CA,High,Young,Low,2023
734,11/20/2024,Columbus,9.9,1737,"Customer Service, Sales, Agile Methodologies",39,87,High,OH,Moderate,Middle-Aged,High,2024
735,3/26/2025,Chicago,14,354,"Python, Project Management, Machine Learning, Digital Marketing, JavaScript",28,64,Very High,IL,Very Low,Young,Moderate,2025
736,8/16/2023,San Francisco,7,1589,"SQL, Python, JavaScript, Sales, Customer Service",49,30,Moderate,CA,Moderate,Older,Low,2023
737,3/8/2025,San Antonio,15,4075,"Data Analysis, JavaScript, Cybersecurity, Project Management, Agile Methodologies",40,74,Very High,TX,High,Middle-Aged,High,2025
738,7/15/2024,Austin,10.3,2538,"Project Management, JavaScript, Sales, Agile Methodologies, SQL",27,82,High,TX,Moderate,Young,High,2024
739,8/26/2024,Phoenix,7.4,1765,"Data Analysis, Digital Marketing, Sales, Customer Service",38,76,Moderate,AZ,Moderate,Middle-Aged,High,2024
740,3/31/2024,New York,14.4,4338,"SQL, Cybersecurity, Sales, Agile Methodologies",29,79,Very High,NY,High,Young,High,2024
741,2/19/2025,Dallas,11.5,4981,"Agile Methodologies, UX/UI Design, Digital Marketing",44,48,High,TX,Very High,Older,Low,2025
742,11/26/2024,Charlotte,8.1,4006,"Customer Service, Python, UX/UI Design, SQL, Digital Marketing",31,87,Moderate,NC,High,Middle-Aged,High,2024
743,12/3/2023,Dallas,9.1,2774,"Python, Cloud Computing, UX/UI Design, Data Analysis",49,43,High,TX,Moderate,Older,Low,2023
744,4/1/2025,San Antonio,6.2,1192,"SQL, Agile Methodologies, Data Analysis, UX/UI Design, Project Management",28,75,Moderate,TX,Low,Young,High,2025
745,10/10/2023,Seattle,12.7,1041,"Customer Service, Machine Learning, Digital Marketing, Cloud Computing, SQL",50,76,Very High,WA,Low,Older,High,2023
746,11/22/2024,San Jose,10.3,3293,"Project Management, JavaScript, Machine Learning, Digital Marketing",28,87,High,CA,High,Young,High,2024
747,12/7/2024,San Francisco,9.5,4088,"Customer Service, SQL, Data Analysis",47,38,High,CA,High,Older,Low,2024
748,3/15/2024,Columbus,4.5,481,"Agile Methodologies, Cybersecurity",41,82,Low,OH,Very Low,Older,High,2024
749,5/31/2024,Chicago,5.9,2932,"Agile Methodologies, UX/UI Design, SQL, Customer Service",41,72,Low,IL,Moderate,Older,High,2024
750,6/1/2024,Indianapolis,12.7,2478,"Machine Learning, SQL, JavaScript, Sales, Customer Service",25,87,Very High,IN,Moderate,Young,High,2024
751,6/26/2025,Seattle,5.9,1136,"JavaScript, Cybersecurity",39,58,Low,WA,Low,Middle-Aged,Moderate,2025
752,6/1/2025,Dallas,8.2,4688,"Agile Methodologies, UX/UI Design, Customer Service",32,71,Moderate,TX,Very High,Middle-Aged,High,2025
753,11/16/2024,Washington,9.4,1070,"JavaScript, Sales",29,51,High,DC,Low,Young,Moderate,2024
754,12/17/2024,Phoenix,3.3,3296,"Machine Learning, Digital Marketing, Cybersecurity, Sales",40,49,Very Low,AZ,High,Middle-Aged,Low,2024
755,1/10/2024,San Diego,13.4,3562,"Python, Customer Service, Machine Learning, UX/UI Design, Data Analysis",31,75,Very High,CA,High,Middle-Aged,High,2024
756,8/9/2023,Chicago,10.9,4781,"UX/UI Design, Customer Service, JavaScript",40,51,High,IL,Very High,Middle-Aged,Moderate,2023
757,11/8/2023,San Antonio,2.6,3706,"JavaScript, Cybersecurity, Project Management",45,31,Very Low,TX,High,Older,Low,2023
758,8/14/2024,San Jose,6.5,279,"Sales, UX/UI Design, Project Management",40,40,Moderate,CA,Very Low,Middle-Aged,Low,2024
759,7/5/2025,Washington,3.8,1114,"SQL, Digital Marketing, Machine Learning, Sales",30,73,Very Low,DC,Low,Young,High,2025
760,6/28/2024,Fort Worth,9.8,4310,"Agile Methodologies, Python",27,45,High,TX,High,Young,Low,2024
761,4/18/2024,Fort Worth,6.1,2449,"Customer Service, Cybersecurity, JavaScript, SQL",45,49,Moderate,TX,Moderate,Older,Low,2024
762,11/19/2024,Columbus,6.3,4347,"Agile Methodologies, UX/UI Design, Cloud Computing",44,46,Moderate,OH,High,Older,Low,2024
763,12/10/2023,Austin,12.9,3383,"SQL, Machine Learning, UX/UI Design, Python, Digital Marketing",40,84,Very High,TX,High,Middle-Aged,High,2023
764,12/18/2023,Dallas,9.5,131,"Digital Marketing, UX/UI Design, Agile Methodologies, Customer Service",26,65,High,TX,Very Low,Young,Moderate,2023
765,5/18/2024,Indianapolis,12.3,3074,"Python, UX/UI Design",49,70,Very High,IN,High,Older,Moderate,2024
766,11/5/2023,San Jose,7.3,983,"Cloud Computing, Agile Methodologies, SQL",32,81,Moderate,CA,Low,Middle-Aged,High,2023
767,8/1/2024,Fort Worth,8.9,256,"Python, Data Analysis, Machine Learning, Project Management, Cloud Computing",49,73,Moderate,TX,Very Low,Older,High,2024
768,2/8/2024,Washington,7.9,812,"Digital Marketing, Sales, Customer Service, Data Analysis",25,52,Moderate,DC,Low,Young,Moderate,2024
769,12/12/2024,Chicago,12.7,519,"Cloud Computing, Machine Learning, Cybersecurity, Python",39,78,Very High,IL,Low,Middle-Aged,High,2024
770,9/3/2024,San Diego,12.7,3005,"JavaScript, Digital Marketing, Sales, Project Management, Data Analysis",36,34,Very High,CA,High,Middle-Aged,Low,2024
771,6/22/2024,San Jose,6.3,3581,"Cloud Computing, Data Analysis",32,74,Moderate,CA,High,Middle-Aged,High,2024
772,12/14/2023,Charlotte,4.4,3369,"Data Analysis, UX/UI Design, Project Management",35,71,Low,NC,High,Middle-Aged,High,2023
773,4/10/2025,Seattle,8.9,2912,"Customer Service, Machine Learning, Project Management",40,57,Moderate,WA,Moderate,Middle-Aged,Moderate,2025
774,11/15/2023,Chicago,6.5,620,"Project Management, SQL, Agile Methodologies",35,90,Moderate,IL,Low,Middle-Aged,High,2023
775,3/14/2025,Washington,11.2,1069,"Sales, UX/UI Design, Python, SQL, Project Management",47,63,High,DC,Low,Older,Moderate,2025
776,9/28/2023,Philadelphia,7.1,2894,"Python, Cybersecurity, SQL, Digital Marketing, Data Analysis",38,42,Moderate,PA,Moderate,Middle-Aged,Low,2023
777,1/27/2024,Dallas,3.9,692,"Project Management, Customer Service, Python",34,83,Very Low,TX,Low,Middle-Aged,High,2024
778,7/13/2024,Austin,7.8,1643,"UX/UI Design, Cloud Computing, Machine Learning",38,55,Moderate,TX,Moderate,Middle-Aged,Moderate,2024
779,1/15/2024,Phoenix,11.8,1072,"Cloud Computing, Project Management",38,50,High,AZ,Low,Middle-Aged,Low,2024
780,5/27/2024,Chicago,9.4,1239,"Machine Learning, UX/UI Design",28,89,High,IL,Low,Young,High,2024
781,5/26/2025,Austin,8.3,335,"UX/UI Design, JavaScript",39,58,Moderate,TX,Very Low,Middle-Aged,Moderate,2025
782,1/7/2024,Houston,9.3,1155,"SQL, Cloud Computing, Agile Methodologies, Customer Service",39,84,High,TX,Low,Middle-Aged,High,2024
783,7/11/2024,Austin,14.5,241,"Digital Marketing, Data Analysis, Cybersecurity, Python, Cloud Computing",39,39,Very High,TX,Very Low,Middle-Aged,Low,2024
784,2/19/2024,New York,10.1,3570,"SQL, Project Management, Sales",25,82,High,NY,High,Young,High,2024
785,10/13/2024,Jacksonville,11,3448,"Cloud Computing, Sales, Digital Marketing, Machine Learning, Project Management",35,40,High,FL,High,Middle-Aged,Low,2024
786,1/31/2024,Fort Worth,6.9,3456,"JavaScript, Python, SQL",42,32,Moderate,TX,High,Older,Low,2024
787,7/22/2025,San Antonio,9.3,1212,"Cybersecurity, JavaScript, Digital Marketing, SQL, Data Analysis",46,43,High,TX,Low,Older,Low,2025
788,1/2/2025,Columbus,9.5,1374,"Agile Methodologies, UX/UI Design, Customer Service",36,43,High,OH,Low,Middle-Aged,Low,2025
789,5/3/2025,San Diego,7.9,4758,"Agile Methodologies, Cloud Computing, Customer Service, Project Management",36,73,Moderate,CA,Very High,Middle-Aged,High,2025
790,9/28/2024,Denver,2.4,2304,"Python, Agile Methodologies, Project Management, JavaScript",37,46,Very Low,CO,Moderate,Middle-Aged,Low,2024
791,7/24/2025,Los Angeles,3.5,207,"Project Management, Digital Marketing, Agile Methodologies, UX/UI Design, Cloud Computing",44,33,Very Low,CA,Very Low,Older,Low,2025
792,7/26/2024,Fort Worth,11.8,2925,"JavaScript, Agile Methodologies, Machine Learning, Sales, UX/UI Design",49,52,High,TX,Moderate,Older,Moderate,2024
793,1/4/2025,Charlotte,3.6,1400,"Cloud Computing, Cybersecurity, Data Analysis, SQL",36,41,Very Low,NC,Low,Middle-Aged,Low,2025
794,11/23/2023,Fort Worth,14,4674,"Customer Service, Machine Learning, Digital Marketing",39,81,Very High,TX,Very High,Middle-Aged,High,2023
795,9/13/2023,Fort Worth,7.5,2877,"UX/UI Design, Agile Methodologies, Sales",44,57,Moderate,TX,Moderate,Older,Moderate,2023
796,2/12/2025,Los Angeles,10.7,1725,"UX/UI Design, JavaScript, Machine Learning, SQL",29,84,High,CA,Moderate,Young,High,2025
